match_id,start_time,lobby_type,r1_hero,r1_level,r1_xp,r1_gold,r1_lh,r1_kills,r1_deaths,r1_items,r2_hero,r2_level,r2_xp,r2_gold,r2_lh,r2_kills,r2_deaths,r2_items,r3_hero,r3_level,r3_xp,r3_gold,r3_lh,r3_kills,r3_deaths,r3_items,r4_hero,r4_level,r4_xp,r4_gold,r4_lh,r4_kills,r4_deaths,r4_items,r5_hero,r5_level,r5_xp,r5_gold,r5_lh,r5_kills,r5_deaths,r5_items,d1_hero,d1_level,d1_xp,d1_gold,d1_lh,d1_kills,d1_deaths,d1_items,d2_hero,d2_level,d2_xp,d2_gold,d2_lh,d2_kills,d2_deaths,d2_items,d3_hero,d3_level,d3_xp,d3_gold,d3_lh,d3_kills,d3_deaths,d3_items,d4_hero,d4_level,d4_xp,d4_gold,d4_lh,d4_kills,d4_deaths,d4_items,d5_hero,d5_level,d5_xp,d5_gold,d5_lh,d5_kills,d5_deaths,d5_items,first_blood_time,first_blood_team,first_blood_player1,first_blood_player2,radiant_bottle_time,radiant_courier_time,radiant_flying_courier_time,radiant_tpscroll_count,radiant_boots_count,radiant_ward_observer_count,radiant_ward_sentry_count,radiant_first_ward_time,dire_bottle_time,dire_courier_time,dire_flying_courier_time,dire_tpscroll_count,dire_boots_count,dire_ward_observer_count,dire_ward_sentry_count,dire_first_ward_time,duration,radiant_win,tower_status_radiant,tower_status_dire,barracks_status_radiant,barracks_status_dire
66,1430404250,1,26,2,871,708,4,0,0,8,35,4,1675,777,7,0,0,8,21,4,1103,1014,13,0,0,9,30,3,848,640,1,0,0,9,54,3,1175,1596,15,1,0,7,2,4,967,1025,20,0,0,9,110,4,1584,892,7,0,1,7,7,2,328,500,0,0,0,8,43,4,1782,1545,26,0,0,5,11,5,2148,1787,29,0,0,8,264.0,0.0,4.0,,,-83.0,184.0,3,3,2,1,-15.0,138.0,-82.0,,3,5,2,0,-30.0,988,0,1572,2047,47,63
67,1430404846,7,42,4,1158,976,12,0,0,6,7,1,552,1031,0,1,1,10,37,3,766,695,5,0,1,4,25,5,2041,1431,16,1,0,7,95,3,860,577,2,0,3,7,27,3,1064,932,2,1,0,10,101,4,1715,1102,9,0,1,8,44,4,1338,1278,5,2,1,6,18,4,1360,1006,5,0,0,6,75,3,1305,1675,4,2,0,7,96.0,1.0,9.0,,115.0,-82.0,,1,4,2,0,183.0,,-83.0,185.0,4,4,4,0,5.0,2979,0,4,1926,3,63
68,1430406681,1,101,3,798,854,0,1,0,9,7,1,250,688,0,0,0,3,11,5,2280,1628,27,0,0,5,103,3,697,659,4,0,1,7,99,4,1553,1710,20,1,0,8,46,5,2011,1621,26,0,0,8,26,2,545,571,0,0,0,5,20,2,442,789,3,1,0,8,8,4,1474,1838,32,0,0,10,51,4,1371,943,11,0,2,8,52.0,0.0,4.0,,33.0,-87.0,,1,4,2,1,-43.0,120.0,-86.0,182.0,2,3,2,0,-34.0,1447,0,1542,2047,11,63
69,1430407379,7,46,5,2244,1664,18,1,0,7,8,3,1141,1540,23,0,0,7,50,3,1017,1119,7,1,0,10,98,4,1197,941,11,0,0,9,30,3,1059,1021,10,0,0,10,20,3,632,500,0,0,0,11,37,5,1649,1168,17,0,1,3,73,3,982,1940,27,0,0,7,2,3,1021,924,11,0,1,8,112,2,352,554,0,0,0,9,107.0,0.0,2.0,,49.0,-87.0,201.0,2,5,4,0,-20.0,,-86.0,,4,1,2,0,-30.0,2851,0,388,512,51,5
70,1430408358,7,66,2,722,868,13,0,0,8,6,5,2221,1198,15,0,0,10,77,3,1180,1407,22,0,0,9,20,2,849,524,1,0,0,10,53,4,1516,1080,13,0,2,7,5,1,538,501,0,0,0,8,73,5,2010,2148,26,0,0,9,62,4,1328,852,9,0,0,6,68,2,439,501,0,0,0,7,72,5,2434,2026,19,2,0,9,200.0,1.0,9.0,,,-78.0,,3,4,3,2,-39.0,89.0,-77.0,211.0,1,3,2,1,-18.0,1398,1,1982,0,63,0
73,1430408931,7,30,3,834,862,9,0,0,3,25,4,1659,920,8,0,0,8,2,3,1205,1228,21,0,0,7,83,3,619,658,5,0,1,6,28,3,1074,901,10,0,0,7,101,3,921,627,1,0,0,10,29,4,1909,1222,18,0,0,9,18,3,1089,1817,25,1,0,10,87,2,638,589,1,0,0,3,72,5,2293,1341,18,0,0,9,141.0,1.0,7.0,,,-84.0,,0,4,1,1,68.0,157.0,-84.0,,0,5,2,1,-38.0,3205,0,6,1956,3,63
74,1430409681,1,67,3,1109,1516,20,1,0,8,49,4,2029,1756,14,1,1,5,87,3,754,676,0,0,1,12,39,4,1740,1454,17,1,0,7,33,3,1002,1183,13,1,1,5,20,3,680,625,0,0,2,10,35,4,2308,2045,27,1,0,8,78,3,887,1177,15,0,1,11,21,5,2091,1795,16,1,1,11,91,3,611,857,1,1,0,3,-14.0,1.0,8.0,,60.0,-85.0,282.0,4,3,2,1,-36.0,5.0,-82.0,226.0,4,4,2,1,-1.0,2489,1,1974,4,63,3
75,1430410405,1,11,5,2146,1529,22,0,0,7,110,5,2013,1736,19,2,1,7,20,2,471,1010,4,1,0,11,73,4,1430,1371,14,1,0,6,30,3,502,714,2,0,0,8,68,2,266,500,0,0,1,6,27,2,421,500,0,0,0,7,93,5,1831,1309,11,1,2,7,52,3,1292,1148,16,0,1,9,21,5,2340,1808,29,0,0,10,159.0,0.0,2.0,,35.0,-84.0,237.0,1,5,3,1,9.0,111.0,-84.0,288.0,3,5,2,0,-23.0,3188,1,1824,6,60,3
76,1430412353,7,93,4,1254,1356,21,0,0,9,79,3,548,657,3,0,0,9,48,5,2028,1650,16,1,0,7,52,3,581,850,2,1,0,7,110,4,1877,1061,12,0,0,9,90,2,520,546,1,0,0,10,96,5,1779,941,11,0,1,7,99,4,1533,1526,23,0,0,9,33,4,1381,1215,21,0,0,7,49,4,1719,1137,16,0,1,6,-12.0,0.0,3.0,,97.0,-86.0,189.0,0,5,1,1,-21.0,217.0,-80.0,189.0,2,2,4,1,4.0,2312,0,0,1974,0,63
77,1430413300,1,20,2,411,629,2,0,1,6,11,5,2159,1612,26,0,1,8,28,3,603,741,6,0,3,7,38,5,2029,1445,21,0,0,4,68,2,441,499,0,0,1,8,112,3,798,1039,0,1,0,12,21,4,1821,1481,20,0,0,7,70,3,1087,2103,24,2,0,14,71,5,2201,1702,28,0,0,10,30,3,851,1505,1,3,0,8,-14.0,1.0,9.0,,184.0,-85.0,,3,5,2,1,-18.0,135.0,-85.0,183.0,2,5,3,0,-41.0,3711,0,1796,388,59,51
78,1430414616,1,67,3,757,982,12,0,0,10,26,2,537,626,2,0,0,5,2,3,1694,1547,12,1,1,8,39,5,2461,2500,17,4,0,14,101,2,479,584,1,0,1,8,22,5,2222,1427,19,0,1,5,60,4,1318,1202,10,1,1,8,31,3,850,719,1,0,0,9,75,3,719,683,0,0,2,7,72,4,1550,1742,24,1,1,9,12.0,0.0,3.0,,50.0,-87.0,183.0,7,4,2,0,-29.0,15.0,-86.0,186.0,5,5,4,1,-40.0,2412,0,1540,1972,11,63
79,1430416566,7,38,1,287,576,3,0,0,5,101,3,590,1043,1,1,0,10,61,3,1200,776,7,0,0,5,49,5,1685,949,10,0,1,4,12,4,1878,1753,26,0,0,11,57,3,742,636,5,0,0,9,17,4,1511,1400,20,0,0,6,29,2,427,631,4,0,1,11,30,3,538,539,1,0,0,9,47,4,1871,1242,10,1,0,10,232.0,0.0,1.0,,104.0,-83.0,207.0,3,3,2,1,-41.0,210.0,-74.0,,4,2,2,1,-37.0,2462,1,1974,0,63,0
80,1430418088,1,93,4,1308,1625,26,0,0,9,96,3,748,582,2,0,0,5,75,2,696,501,0,0,0,9,25,5,2060,1484,14,1,0,7,5,2,545,680,5,0,1,7,10,3,1107,1707,30,0,0,10,64,3,921,501,0,0,0,6,29,4,1586,1047,7,1,0,7,7,1,228,555,0,0,0,8,76,4,1517,1069,11,0,1,12,50.0,0.0,3.0,,118.0,-82.0,245.0,3,4,2,0,22.0,259.0,-85.0,194.0,3,2,2,0,-3.0,2397,1,2046,4,63,3
81,1430419627,0,65,3,684,650,4,0,2,8,93,5,2022,1618,23,0,0,9,50,2,356,1156,1,2,1,14,26,3,849,540,1,0,1,6,17,4,2353,1615,18,1,1,6,10,4,1790,999,12,0,1,6,20,2,628,871,0,0,0,12,7,3,991,847,1,0,0,5,39,5,2020,1776,20,1,2,8,4,3,1176,2100,20,4,0,7,73.0,0.0,2.0,,133.0,-84.0,183.0,4,4,3,1,-17.0,110.0,-83.0,241.0,5,2,3,0,-12.0,2751,0,0,1974,0,63
82,1430420998,0,17,5,1881,1494,16,0,0,6,7,2,699,701,2,0,0,6,99,4,1156,584,2,0,0,7,26,3,983,721,0,0,0,8,109,3,948,2172,27,2,0,12,21,4,1248,900,10,0,1,10,110,3,766,500,0,0,0,9,5,2,310,550,1,0,1,9,41,4,1344,1677,29,0,0,5,104,5,1971,902,10,0,0,5,3.0,0.0,4.0,,74.0,-87.0,,1,4,2,0,21.0,241.0,-77.0,181.0,1,1,3,1,-47.0,2273,0,0,1974,0,63
84,1430421222,1,93,3,1282,1218,18,0,2,6,65,2,521,687,6,0,0,6,7,4,1079,1103,5,1,0,5,26,2,314,545,2,0,2,11,39,4,1409,1208,15,0,2,8,2,5,2529,2565,20,4,1,10,5,3,706,870,5,0,0,8,20,3,751,748,8,0,0,5,22,6,2682,2276,28,2,0,12,67,5,2048,1534,26,0,0,10,174.0,1.0,5.0,,110.0,73.0,,7,3,2,1,-13.0,43.0,-83.0,188.0,1,5,3,0,-45.0,1467,0,1574,2047,15,63
86,1430422361,1,12,4,1493,1736,28,0,0,6,26,1,124,500,0,0,0,6,110,2,576,500,0,0,0,10,35,5,1902,1146,15,0,0,6,99,3,968,704,5,0,0,7,83,3,1113,663,4,0,0,8,90,2,633,627,8,0,0,9,72,3,1147,1269,19,0,0,6,73,5,2383,2821,26,0,0,6,84,3,619,589,3,0,0,9,,,,,197.0,-85.0,218.0,1,1,2,0,16.0,5.0,-78.0,211.0,2,4,2,0,-5.0,3588,1,1844,0,63,0
87,1430423615,1,92,3,1072,597,3,0,0,8,20,1,148,499,0,0,1,10,106,4,1621,1462,23,0,0,10,17,4,1348,1200,15,0,3,8,99,3,1222,965,6,0,3,6,23,2,653,1048,2,0,0,13,22,3,1685,1283,18,0,0,7,79,2,422,977,0,1,0,10,96,5,2194,2346,26,3,0,12,11,5,2437,2535,25,3,0,15,57.0,1.0,8.0,,116.0,-80.0,229.0,5,3,3,0,-8.0,132.0,-80.0,182.0,3,5,4,0,-41.0,1148,0,1572,2047,63,63
88,1430423810,0,99,3,814,1020,13,0,2,6,38,5,2253,1589,19,1,0,11,45,2,279,557,1,0,0,6,26,2,566,628,4,0,2,8,74,4,1368,1106,13,0,2,6,48,4,1498,1013,12,0,1,9,27,2,752,901,0,0,0,12,85,3,1129,1223,4,2,0,10,71,3,1019,1659,10,2,0,11,52,5,2290,1939,19,2,0,6,93.0,1.0,8.0,,,-80.0,184.0,3,2,3,0,-40.0,139.0,-83.0,,2,3,0,0,,1529,0,0,2039,0,63
90,1430425879,1,94,4,1387,1225,17,0,0,9,47,5,1919,1570,27,0,0,7,20,2,461,621,5,0,0,7,25,3,779,558,0,0,0,10,85,4,1602,1587,14,1,0,8,54,3,929,1106,13,0,1,7,96,3,1226,753,6,0,0,6,50,3,796,500,0,0,0,9,26,3,708,615,3,0,0,8,73,5,1996,1449,10,0,0,8,67.0,0.0,4.0,,270.0,-79.0,217.0,1,3,2,0,10.0,,-81.0,209.0,2,3,1,0,-11.0,1620,1,2047,1792,63,63
91,1430427161,1,30,3,719,1037,0,2,0,9,28,3,962,1681,29,0,0,10,96,5,1562,1260,18,0,0,10,35,4,1344,1372,17,0,2,10,102,3,739,745,1,0,0,8,10,4,1614,1007,10,0,1,7,83,2,519,633,2,0,0,9,67,3,1107,1349,20,0,1,8,22,5,2369,2206,21,2,0,9,26,2,571,535,1,0,0,9,-6.0,0.0,0.0,,,-80.0,197.0,3,4,1,0,13.0,34.0,-79.0,295.0,6,4,3,0,-27.0,1892,1,1975,1536,63,0
93,1430427480,1,44,4,1759,1615,23,0,0,10,110,3,1082,578,1,0,0,6,36,5,1944,1242,16,0,0,5,20,2,553,650,1,0,0,13,7,2,544,910,1,1,0,10,26,2,437,550,1,0,0,6,16,2,523,644,2,0,0,9,80,4,1899,1873,32,0,0,4,25,5,2100,1349,21,0,0,7,10,3,948,674,4,0,1,9,246.0,0.0,4.0,,127.0,-88.0,190.0,1,3,4,2,11.0,159.0,-81.0,200.0,1,3,1,1,16.0,1525,1,1982,1828,63,63
94,1430428095,1,7,2,718,667,4,0,1,6,86,2,578,635,0,0,0,8,88,2,679,858,2,1,0,7,28,4,1414,1349,19,0,0,5,15,5,1501,816,4,0,1,6,8,4,1308,2271,29,1,0,8,39,5,2113,2247,28,1,0,9,110,3,990,854,5,0,1,7,60,2,672,1131,7,0,0,3,26,3,850,835,1,0,0,9,33.0,1.0,6.0,,,-81.0,206.0,2,3,2,0,-10.0,65.0,-85.0,189.0,2,5,2,0,-38.0,2262,0,1536,1958,0,63
95,1430428937,7,22,5,1741,1487,23,0,0,8,25,3,704,625,3,0,0,8,96,2,516,578,2,0,0,7,5,3,818,833,5,0,0,10,67,4,1294,1472,24,0,0,10,47,3,1034,1505,25,0,0,8,41,4,1377,822,8,0,0,10,13,5,1890,1439,21,0,0,9,75,3,885,579,1,0,0,3,83,3,706,684,7,0,0,6,,,,,200.0,-85.0,227.0,3,2,2,1,-25.0,145.0,-83.0,181.0,1,3,2,0,-25.0,3408,1,1926,0,63,0
96,1430429213,1,10,3,1016,1339,18,0,0,8,7,3,740,977,1,1,0,6,39,5,2549,2128,24,2,1,10,63,5,1602,1235,15,0,1,8,30,3,975,883,2,1,0,9,25,5,2452,2053,26,0,0,8,58,4,1228,1515,13,2,1,8,101,3,932,752,3,0,2,10,44,4,1433,1301,20,0,0,10,96,5,1637,1162,11,0,1,9,59.0,0.0,1.0,,156.0,-83.0,180.0,3,4,2,0,-19.0,62.0,-77.0,256.0,4,3,2,1,1.0,3531,0,0,1796,0,55
97,1430430527,1,41,4,1234,1684,27,0,0,2,16,3,1024,770,4,0,1,6,30,3,773,499,0,0,0,8,5,2,471,712,9,0,0,8,14,5,1896,1386,10,1,0,6,101,3,634,742,0,1,0,10,97,4,1465,977,12,0,0,7,23,5,1759,1258,18,0,1,6,20,2,580,686,6,0,0,7,1,4,1560,1626,24,0,0,4,169.0,0.0,4.0,,84.0,-83.0,187.0,2,2,2,0,-42.0,224.0,-82.0,181.0,2,2,3,2,36.0,1727,1,1972,1798,63,63
98,1430431016,1,34,2,1892,1246,16,0,0,7,97,2,216,639,0,0,1,7,99,4,1385,1582,26,0,1,10,50,2,423,521,1,0,0,9,7,3,719,660,7,0,0,4,71,5,1884,1889,17,1,0,9,43,4,1432,2132,36,0,0,11,30,1,572,820,7,0,0,11,25,5,1877,1257,15,0,0,6,68,2,701,931,0,1,0,10,166.0,1.0,5.0,,162.0,-89.0,222.0,3,3,3,0,-30.0,189.0,-84.0,201.0,3,4,3,2,32.0,1899,0,1540,2046,3,63
99,1430432662,0,93,5,1823,2035,11,3,1,8,85,3,1066,759,5,0,2,10,71,4,1154,859,1,0,0,7,9,3,978,1089,1,1,0,9,5,3,898,698,5,0,1,10,47,5,2202,1511,8,1,2,10,48,4,1498,1298,17,0,0,8,31,4,1352,1040,8,1,1,6,95,5,1658,1290,13,1,1,6,20,3,915,919,0,1,0,11,-9.0,0.0,0.0,,14.0,-83.0,294.0,3,3,2,0,-25.0,,-86.0,202.0,4,4,2,0,-30.0,2233,1,1975,4,63,3
101,1430433187,7,30,1,213,739,0,1,0,8,25,2,458,647,0,0,0,6,18,4,1689,1602,23,0,0,10,83,4,1166,932,10,0,2,3,14,5,2069,1361,21,0,0,10,109,3,1106,1579,20,0,0,9,29,2,691,499,0,0,1,9,104,4,2026,1375,20,0,0,11,84,3,922,694,1,0,0,8,68,3,692,1203,0,2,0,10,123.0,1.0,9.0,,71.0,-83.0,186.0,0,3,3,0,-8.0,180.0,-86.0,186.0,1,3,2,1,0.0,2242,1,1852,4,63,3
103,1430436526,1,102,4,1335,1555,17,1,0,8,47,4,1779,1168,16,0,1,9,45,4,1317,931,6,0,0,7,23,2,592,834,7,0,1,5,30,3,963,623,3,0,1,10,7,2,602,673,0,0,0,7,106,5,2251,1317,10,1,0,7,96,4,1485,1252,15,0,1,9,6,4,1606,1185,12,0,0,9,25,3,531,1053,1,2,0,12,165.0,1.0,9.0,,,-84.0,238.0,5,1,2,0,-26.0,153.0,-87.0,181.0,0,5,4,1,30.0,3233,0,0,1830,0,63
104,1430438466,1,26,2,360,636,1,0,0,6,46,5,1915,1557,23,0,0,5,10,2,475,500,0,0,1,5,7,2,654,662,1,0,0,9,15,4,1626,1674,19,1,0,5,20,2,477,979,5,0,0,10,22,3,1316,1157,12,0,1,4,25,3,711,963,1,1,0,9,93,4,1757,2023,28,0,0,6,43,5,2014,1473,18,0,0,6,237.0,0.0,4.0,,46.0,-82.0,217.0,1,5,2,1,-33.0,155.0,-85.0,181.0,3,5,2,1,-44.0,2923,0,1536,1830,2,63
105,1430438755,7,32,3,1304,1267,19,0,0,7,71,3,868,751,1,0,0,5,50,2,454,499,0,0,0,9,60,5,2060,1576,15,1,0,6,101,2,524,564,3,0,0,5,15,5,1959,1540,23,0,1,9,44,4,1242,1800,31,0,0,9,26,2,454,499,0,0,0,8,22,2,560,544,2,0,0,7,85,4,1119,704,1,0,0,7,245.0,0.0,3.0,,136.0,-86.0,181.0,0,3,2,0,7.0,,-86.0,222.0,3,3,2,0,-29.0,2277,0,256,1982,48,63
106,1430439384,1,95,4,1479,1024,11,0,1,7,110,5,2043,1471,24,0,0,8,1,4,1339,1651,23,0,0,9,25,3,834,578,1,0,0,7,68,1,137,1083,0,2,0,13,7,2,394,641,1,0,0,5,15,5,2314,1961,28,1,0,7,5,2,647,795,4,0,1,9,39,3,1188,979,12,0,1,8,46,5,1843,1334,20,0,0,12,5.0,0.0,4.0,,292.0,-86.0,205.0,2,5,2,0,-19.0,135.0,37.0,180.0,3,4,1,1,101.0,2692,0,1536,1828,0,63
107,1430440557,1,84,3,606,641,2,0,0,12,29,3,722,610,3,0,0,8,87,3,784,565,2,0,0,10,67,4,1317,1070,12,0,0,4,15,4,1650,1185,17,0,1,5,47,5,2200,1570,23,1,0,7,56,4,2017,1242,18,0,0,7,16,2,353,554,0,0,0,7,101,3,829,591,2,0,0,10,12,3,914,1339,21,0,0,12,300.0,1.0,5.0,,165.0,-82.0,208.0,3,1,1,1,23.0,159.0,-80.0,180.0,0,2,3,1,8.0,1645,0,0,2046,0,63
109,1430441740,1,38,4,1499,1057,13,0,0,7,31,3,673,617,3,0,0,9,74,3,982,658,4,0,0,4,17,5,2303,1797,26,0,0,6,5,3,771,499,0,0,1,9,110,4,1537,762,3,0,0,5,22,5,1628,1747,19,1,0,11,12,3,716,1233,18,0,0,13,90,3,716,540,1,0,0,7,7,3,657,588,3,0,0,7,281.0,1.0,6.0,,29.0,-36.0,214.0,0,4,3,2,30.0,49.0,-82.0,186.0,1,2,2,1,-11.0,2276,1,1982,1792,63,48
110,1430442006,7,38,5,1961,1517,20,0,0,9,68,2,517,532,1,0,1,7,42,3,1279,1159,10,0,1,7,85,4,1745,1300,12,1,0,7,79,2,393,537,1,0,2,6,80,5,2090,1362,21,0,0,6,2,3,1102,1572,13,1,0,6,25,3,815,981,4,0,0,11,102,3,752,790,3,1,0,7,39,5,1800,1693,17,2,1,6,145.0,1.0,6.0,,56.0,-80.0,,6,2,3,0,11.0,117.0,-82.0,,2,5,2,0,-14.0,2228,1,1972,4,63,3
112,1430443336,1,81,4,1194,1786,23,1,0,9,20,3,963,1000,0,1,0,11,25,5,1808,1029,11,0,0,7,110,4,1300,804,8,0,0,12,68,2,453,557,0,0,1,9,48,4,1224,1322,20,0,0,8,101,2,421,499,0,0,0,8,73,5,2081,2009,20,0,0,5,7,2,347,499,0,0,0,6,38,4,1161,1260,6,1,2,8,63.0,1.0,9.0,,163.0,-88.0,217.0,4,4,3,1,4.0,3.0,-87.0,268.0,2,5,2,0,6.0,2751,1,1792,262,60,51
113,1430443753,1,91,3,1003,749,0,0,0,1,81,3,1068,1742,27,0,0,9,62,3,712,879,7,0,2,9,26,3,564,1062,1,1,0,11,39,4,1520,1655,21,0,0,6,6,5,2083,1873,26,1,0,7,27,2,604,983,3,1,0,12,73,4,1488,890,8,0,1,5,33,4,1668,1599,32,0,0,12,74,5,1800,1134,15,0,0,7,93.0,0.0,3.0,,-4.0,6.0,286.0,3,3,2,1,260.0,,-87.0,209.0,3,4,3,2,-51.0,1029,0,1542,2046,3,63
114,1430444246,1,101,2,492,564,3,0,0,9,26,3,524,550,1,0,0,8,93,4,1653,1508,25,0,0,7,96,4,1464,908,10,0,0,7,39,5,2341,1916,20,1,0,9,112,3,771,500,0,0,0,9,42,2,400,531,3,0,0,4,95,3,1081,1476,23,0,0,13,13,5,1957,1207,15,0,1,7,88,4,1724,1005,10,0,0,6,210.0,0.0,4.0,,140.0,-79.0,238.0,3,3,3,1,32.0,53.0,-61.0,182.0,1,3,2,1,1.0,2526,0,260,1572,51,63
115,1430444977,1,16,4,1483,1371,20,0,0,7,25,3,904,1100,12,0,1,11,22,2,805,931,7,0,0,11,60,3,851,1200,10,0,0,6,12,5,2210,2596,22,3,0,12,8,2,706,1414,23,0,0,8,61,5,2159,1061,10,1,0,5,26,2,489,558,0,0,1,6,85,2,706,500,0,0,0,8,43,4,1182,1099,11,0,2,6,78.0,0.0,4.0,,79.0,-87.0,193.0,2,5,3,2,-48.0,40.0,-87.0,216.0,3,3,2,1,-35.0,1721,1,1982,1824,63,60
116,1430444993,0,8,3,1139,1728,28,0,0,14,85,3,1035,1166,6,2,0,9,64,3,1039,541,1,0,0,7,90,3,1087,1001,5,0,0,12,49,4,1246,919,5,0,2,7,59,5,2428,2299,26,2,0,12,99,4,1495,688,5,0,0,5,72,3,931,1303,20,0,0,8,52,2,446,499,1,0,1,8,86,2,540,499,1,0,1,9,138.0,1.0,5.0,,259.0,-76.0,205.0,1,3,2,1,19.0,,-84.0,195.0,4,2,2,0,9.0,1528,1,2047,0,63,0
117,1430446700,0,75,5,1993,1326,12,0,0,11,79,3,922,700,4,0,1,8,7,2,817,957,3,0,1,8,99,5,2138,1218,9,1,0,4,70,2,516,749,8,0,1,7,2,3,935,1363,9,1,0,7,85,4,1079,1416,9,2,0,13,74,4,1849,1109,12,0,0,7,64,4,1144,733,6,0,0,5,47,3,1017,876,7,0,1,6,9.0,0.0,3.0,,,-84.0,221.0,4,1,3,1,-10.0,,-75.0,,2,5,2,0,116.0,2382,1,1972,0,63,0
118,1430447028,7,6,3,1251,1017,13,0,0,5,47,3,1186,1525,15,1,0,6,42,3,1083,846,4,0,0,6,77,3,849,946,12,0,0,6,11,5,2185,1644,25,0,0,6,102,3,1054,856,8,0,0,9,34,5,1797,923,8,0,0,8,26,3,957,583,2,0,0,10,41,3,946,697,5,0,0,6,21,3,966,705,5,0,1,8,261.0,0.0,1.0,,139.0,-26.0,,0,3,0,0,,222.0,-86.0,,2,3,2,0,-2.0,2757,0,4,1572,3,63
119,1430447204,1,36,4,1905,1144,14,0,0,5,94,3,1219,1017,13,0,1,9,7,2,460,552,0,0,0,10,65,4,1630,1337,11,1,1,11,20,2,436,595,1,0,1,6,110,5,2074,1274,10,1,1,11,5,2,653,548,0,0,0,7,70,3,833,1862,25,1,0,9,83,2,611,647,0,1,0,8,22,5,2475,1748,25,0,0,6,-15.0,0.0,3.0,,,-80.0,206.0,3,5,2,1,1.0,63.0,-83.0,185.0,1,4,1,1,-34.0,3006,0,512,2022,0,63
120,1430448225,7,22,5,2372,1933,24,1,0,11,72,4,1711,1708,24,0,0,15,85,3,591,553,0,0,1,8,41,3,994,691,5,0,0,6,26,2,357,882,0,1,0,10,36,3,1183,1390,22,0,0,9,27,3,665,828,12,0,0,6,106,5,1801,892,10,0,1,5,99,3,1360,1074,3,1,1,7,75,3,1070,655,3,0,0,7,237.0,1.0,8.0,,41.0,-85.0,214.0,3,3,2,0,9.0,,-72.0,,1,4,1,1,-11.0,1795,1,2038,0,63,0
121,1430449846,1,11,5,2265,1758,29,0,0,4,57,1,197,500,0,0,1,9,20,1,435,582,2,0,0,7,47,4,1385,1707,29,0,0,9,6,4,1149,766,7,0,1,8,12,3,973,1656,21,1,0,10,15,4,1332,1125,9,0,0,5,85,3,1017,1077,2,1,0,7,69,2,635,749,4,0,0,6,7,2,738,863,0,0,0,7,247.0,1.0,7.0,,51.0,-87.0,186.0,4,2,2,1,1.0,204.0,-79.0,,3,1,2,0,-26.0,1751,1,1972,1568,63,12
122,1430450667,1,96,5,1981,1749,31,0,1,9,52,3,963,1817,23,2,0,10,11,5,1938,1444,21,0,0,6,90,3,684,716,0,0,0,6,30,3,698,570,0,0,0,10,42,2,552,1196,10,1,1,8,31,2,490,499,0,0,1,10,26,2,558,547,0,0,0,5,80,5,2183,1486,20,0,0,11,69,5,1933,1522,20,0,0,7,-13.0,1.0,5.0,,129.0,-86.0,180.0,3,5,3,0,-3.0,,-82.0,,2,3,2,1,-39.0,2048,1,2038,1536,63,0
123,1430451754,1,110,3,1158,845,5,0,0,9,51,3,823,662,4,0,0,3,72,4,1774,2377,32,2,0,12,78,5,1945,1421,19,0,0,7,7,2,405,728,0,0,0,4,101,2,472,650,0,0,0,11,83,2,410,767,6,0,0,4,94,5,2120,1719,26,0,0,9,38,4,1140,894,6,0,2,6,6,4,1506,1998,30,0,0,10,212.0,0.0,2.0,,92.0,-86.0,256.0,2,5,2,0,-38.0,128.0,-79.0,203.0,3,4,3,0,-37.0,2305,1,1974,0,63,0
124,1430451796,1,20,3,738,1548,1,4,0,8,42,2,631,980,0,1,0,10,53,5,1960,1586,20,0,0,11,15,2,577,878,4,0,1,7,46,5,2085,1551,21,0,0,8,75,3,845,707,3,0,1,8,47,3,836,1490,23,0,2,11,5,2,445,724,0,1,1,11,39,5,1867,1275,19,0,1,5,96,4,1666,1184,19,0,0,9,4.0,0.0,0.0,,163.0,-87.0,240.0,3,5,3,0,26.0,201.0,-86.0,219.0,5,3,2,1,-23.0,1259,1,2046,1828,63,63
125,1430452931,7,43,5,2137,1217,15,0,0,5,90,2,695,499,0,0,0,8,12,4,1301,1680,26,0,0,8,20,3,882,548,3,0,0,6,99,2,626,753,6,0,1,8,75,5,2043,1311,20,0,0,6,18,4,1404,1352,19,0,0,9,7,3,553,750,4,0,0,10,87,3,686,864,0,1,0,13,96,2,778,648,3,0,0,7,155.0,1.0,8.0,,193.0,-86.0,214.0,1,1,1,0,-22.0,,-86.0,185.0,1,3,3,0,10.0,1903,0,262,1974,51,63
127,1430456604,1,38,5,1911,1511,23,0,0,6,58,3,836,1817,11,3,0,8,72,5,1889,1791,22,1,0,9,51,4,1678,1362,15,1,1,10,79,2,544,736,1,0,0,6,7,4,2286,1516,13,1,0,9,73,1,281,531,0,0,3,10,91,3,966,685,0,0,0,4,19,4,1348,1842,32,0,0,9,39,3,836,798,7,0,2,6,103.0,0.0,1.0,,44.0,-81.0,284.0,4,5,2,1,-29.0,14.0,-83.0,247.0,3,3,3,0,-37.0,2847,0,0,52,0,15
128,1430456843,7,101,2,619,782,2,0,0,8,1,4,1326,1494,25,0,0,5,44,5,2065,1276,16,0,0,10,26,2,552,499,0,0,0,7,69,3,1224,674,3,0,0,7,57,3,781,610,6,0,0,7,97,4,1395,694,5,0,0,7,17,5,2058,1209,18,0,0,8,59,4,1233,957,12,0,0,8,75,2,480,499,0,0,0,7,,,,,,-82.0,,0,6,2,1,-23.0,194.0,-71.0,,1,3,2,0,36.0,2665,1,1958,0,63,0
